City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,bazas,44.432,-0.2133,22.01,61,4,2.14,FR,1695926574
291,valenca do piaui,-6.4075,-41.7456,38.76,16,100,3.01,BR,1695926574
292,manokwari,-0.8667,134.0833,25.41,85,100,1.47,ID,1695926574
293,ust-nera,64.5667,143.2,2.44,98,99,3.47,RU,1695926574
294,amga,60.8953,131.9608,2.91,82,100,1.22,RU,1695926574
295,shirpur,21.35,74.8833,27.24,78,26,1.16,IN,1695926575
296,laguna,38.421,-121.4238,26.86,52,0,3.6,US,1695926575
297,maitum,6.0392,124.4986,25.56,80,100,1.59,PH,1695926575
298,chos malal,-37.3781,-70.2709,14.64,18,0,5.68,AR,1695926575
299,holualoa,19.6228,-155.9522,25.99,73,0,0.45,US,1695926575
300,charters towers,-20.1,146.2667,14.98,93,2,3.35,AU,1695926575
301,bantay,17.5847,120.3892,26.19,85,45,1.97,PH,1695926576
302,fortuna,40.5982,-124.1573,18.29,73,0,4.63,US,1695926576
303,santa ana de yacuma,-13.75,-65.4333,30.97,42,75,4.12,BO,1695926576
304,am timan,11.0297,20.2827,22.49,93,99,1.73,TD,1695926577
305,sao joao da barra,-21.6403,-41.0511,24.05,79,100,12.64,BR,1695926527
306,nogliki,51.8333,143.1667,10.9,99,100,4.73,RU,1695926462
307,muslyumovo,55.3033,53.1947,12.69,57,100,3.78,RU,1695926577
308,itoman,26.1247,127.6694,27.43,96,75,4.63,JP,1695926577
309,namibe,-15.1961,12.1522,20.22,86,98,3.79,AO,1695926577
310,fengcheng,40.4536,124.0717,12.46,61,100,1.26,CN,1695926577
311,chota,-6.55,-78.65,23.64,43,32,4.41,PE,1695926577
312,salinopolis,-0.6136,-47.3561,29.21,64,9,5.81,BR,1695926577
313,queenstown,-31.8976,26.8753,15.62,54,0,1.42,ZA,1695926578
314,bishkek,42.87,74.59,13.11,43,100,2.19,KG,1695926578
315,berezovyy,51.6667,135.7,5.95,92,58,1.65,RU,1695926578
316,marrakesh,31.6315,-8.0083,33.04,40,0,3.6,MA,1695926510
317,champerico,14.3,-91.9167,34.3,70,63,3.33,GT,1695926578
318,kievka,50.2619,71.5514,10.95,61,100,2.99,KZ,1695926578
319,fernie,49.5,-115.0687,10.38,92,100,1.71,CA,1695926578
320,sotkamo,64.1333,28.4167,7.01,95,100,1.5,FI,1695926578
321,bikenibeu village,1.3673,173.1241,25.98,94,100,5.66,KI,1695926578
322,cockburn town,21.4612,-71.1419,29.19,74,2,5.67,TC,1695926579
323,pangody,65.85,74.4859,1.8,80,100,6.48,RU,1695926579
324,zaozersk,69.4005,32.4476,8.84,92,100,1.53,RU,1695926579
325,merizo village,13.2658,144.6691,26.31,96,97,6.86,GU,1695926579
326,east ballina,-28.8667,153.5833,13.78,73,81,0.36,AU,1695926579
327,nova sintra,14.8667,-24.7167,24.39,80,56,3.91,CV,1695926579
328,tikapur,28.5,81.1333,25.18,77,2,1.6,NP,1695926579
329,chapaev,50.2,51.1667,13.98,47,0,2.4,KZ,1695926580
330,timbuktu,16.7735,-3.0074,38.47,7,2,4.13,ML,1695926580
331,iskateley,67.6803,53.1512,1.42,80,48,5.15,RU,1695926580
332,havre,49.5833,0.3333,18.52,94,100,4.63,FR,1695926580
333,nabire,-3.3667,135.4833,23.81,95,100,2.2,ID,1695926580
334,barra,-11.0894,-43.1417,34.14,32,82,2.67,BR,1695926580
335,thinadhoo,0.5333,72.9333,27.94,75,14,5.63,MV,1695926580
336,nanga eboko,4.6833,12.3667,21.22,98,100,0.73,CM,1695926580
337,aleksandrov gay,50.147,48.5704,15.28,44,0,2.2,RU,1695926580
338,dzilam gonzalez,21.2833,-88.9333,32.48,53,46,2.99,MX,1695926581
339,fiambala,-27.6871,-67.6149,25.8,16,0,8.11,AR,1695926581
340,dalnerechensk,45.9339,133.7225,9.98,90,8,2.82,RU,1695926581
341,tashtyp,52.7939,89.8983,5.73,79,100,1.55,RU,1695926581
342,ketchikan,55.3422,-131.6461,11.26,76,0,5.66,US,1695926581
343,saint-francois,46.4154,3.9054,20.69,78,0,1.54,FR,1695926581
344,puerto deseado,-47.7503,-65.8938,7.35,56,0,6.99,AR,1695926581
345,staritsa,56.5075,34.9354,13.45,83,15,2.84,RU,1695926582
346,broken hill,-31.95,141.4333,13.89,42,0,2.94,AU,1695926582
347,berbera,10.4396,45.0143,31.5,71,5,2.73,SO,1695926582
348,infantes,38.7367,-3.0122,25.56,28,34,3.6,ES,1695926582
349,jinxiang,27.4327,120.6062,25.05,89,39,2.93,CN,1695926582
350,salalah,17.0151,54.0924,28.05,74,0,2.57,OM,1695926582
351,yelizovo,53.1873,158.3805,1.08,93,0,3.0,RU,1695926582
352,felege neway,6.3,36.8833,18.38,89,78,1.28,ET,1695926583
353,kavaratti,10.5669,72.642,27.73,81,100,6.73,IN,1695926583
354,xilin hot,43.9667,116.0333,10.71,44,0,6.83,CN,1695926583
355,palapag,12.5458,125.1147,25.6,93,44,2.22,PH,1695926583
356,alaghsas,17.0187,8.0168,35.94,16,0,2.06,NE,1695926583
357,sakaiminato,35.55,133.2333,19.99,100,40,2.57,JP,1695926583
358,palikir - national government center,6.9248,158.1611,24.41,100,20,1.54,FM,1695926583
359,la maddalena,41.2142,9.4083,24.03,80,61,5.5,IT,1695926583
360,randallstown,39.3673,-76.7953,21.16,72,100,1.34,US,1695926584
361,paradip garh,20.3167,86.6167,27.9,81,100,3.17,IN,1695926584
362,alofi,-19.0595,-169.9187,22.94,94,23,1.54,NU,1695926584
363,solleftea,63.1667,17.2667,11.92,94,100,2.98,SE,1695926584
364,kondoa,-4.9,35.7833,20.95,55,10,5.26,TZ,1695926584
365,xinyuan,37.3,99.0,1.85,51,0,1.26,CN,1695926585
366,mata-utu,-13.2816,-176.1745,27.21,82,100,8.9,WF,1695926585
367,tabou,4.423,-7.3528,25.51,89,11,3.6,CI,1695926585
368,port sudan,19.6175,37.2164,32.01,56,0,2.39,SD,1695926349
369,hagere maryam,5.6333,38.2333,15.64,79,21,1.78,ET,1695926585
370,kerikeri,-35.2268,173.9474,9.95,90,4,4.35,NZ,1695926585
371,katsuren-haebaru,26.3369,127.8719,27.43,96,40,3.09,JP,1695926585
372,ad darb,17.7229,42.2526,31.9,63,11,1.33,SA,1695926586
373,kashgar,39.4547,75.9797,20.56,28,75,4.0,CN,1695926586
374,jalai nur,49.45,117.7,7.82,53,100,2.5,CN,1695926586
375,andovoranto,-18.95,49.1,20.62,88,92,0.75,MG,1695926586
376,yaren,-0.5472,166.916,28.27,74,50,2.76,NR,1695926586
377,flin flon,54.7682,-101.865,12.91,94,100,0.0,CA,1695926586
378,hithadhoo,-0.6,73.0833,27.87,76,37,6.21,MV,1695926586
379,labrador city,52.9463,-66.9114,18.95,45,20,3.09,CA,1695926586
380,hirara,24.8,125.2833,27.15,94,75,5.14,JP,1695926587
381,kolonia town,6.964,158.206,25.0,100,20,1.54,FM,1695926587
382,lae,-6.7221,146.9847,22.98,83,99,1.74,PG,1695926587
383,flying fish cove,-10.4217,105.6791,23.82,94,100,5.14,CX,1695926587
384,sampit,-2.5333,112.95,23.4,86,32,1.27,ID,1695926587
385,sablayan,12.8346,120.769,26.84,82,97,1.06,PH,1695926357
386,sambava,-14.2667,50.1667,22.01,85,44,4.67,MG,1695926587
387,rasht,37.2808,49.5832,19.21,81,0,0.83,IR,1695926425
388,tianpeng,30.9866,103.9393,22.02,84,100,1.22,CN,1695926588
389,colac,-38.3333,143.5833,10.04,80,63,1.59,AU,1695926588
390,vilyuchinsk,52.9306,158.4028,0.15,71,29,2.96,RU,1695926588
391,waiuku,-37.25,174.75,13.47,75,13,6.86,NZ,1695926588
392,college,64.8569,-147.8028,1.16,87,40,1.54,US,1695926588
393,suva,-18.1416,178.4415,21.22,85,100,5.47,FJ,1695926588
394,san bernardo del viento,9.3533,-75.9524,30.33,72,42,3.25,CO,1695926588
395,la ronge,55.1001,-105.2842,15.14,63,75,1.54,CA,1695926588
396,santa ana,33.7456,-117.8678,27.03,69,75,2.06,US,1695926525
397,san rafael del sur,11.8485,-86.4384,32.54,50,30,1.57,NI,1695926589
398,cochin,9.9399,76.2602,23.99,86,100,2.06,IN,1695926589
399,okhotsk,59.3833,143.3,4.68,89,6,1.14,RU,1695926589
400,ake-eze,5.9168,7.6762,24.77,94,100,2.44,NG,1695926589
401,vradiyivka,47.862,30.5919,18.21,39,0,4.37,UA,1695926589
402,gunjur,13.2019,-16.7339,29.04,79,75,0.0,GM,1695926589
403,salug,8.1147,122.7833,25.28,88,100,2.37,PH,1695926589
404,yangambi,0.8102,24.4336,24.38,81,41,1.04,CD,1695926589
405,bel ombre,-4.6167,55.4167,26.91,78,40,6.17,SC,1695926590
406,oodweyne,9.4092,45.064,26.78,50,75,3.59,SO,1695926590
407,egremont,54.4794,-3.5276,13.6,89,100,10.14,GB,1695926590
408,pruzhany,52.5567,24.4644,16.38,53,7,3.52,BY,1695926590
409,fort bragg,35.139,-79.006,25.92,63,75,5.14,US,1695926590
410,lenino,45.2986,35.7771,23.62,40,84,8.26,UA,1695926590
411,ivdel',60.6911,60.4206,11.03,87,100,1.84,RU,1695926590
412,katsuura,35.1333,140.3,25.58,75,23,7.43,JP,1695926590
413,bekalta,35.6174,10.9947,25.01,69,7,4.73,TN,1695926591
414,manta,-0.95,-80.7333,27.88,69,40,6.69,EC,1695926591
415,new norfolk,-42.7826,147.0587,14.72,83,100,4.15,AU,1695926591
416,lospalos,-8.5186,127.0025,19.2,91,11,1.63,TL,1695926591
417,daoukro,7.0591,-3.9631,24.47,94,12,1.56,CI,1695926591
418,callao,-12.0667,-77.15,20.16,73,75,4.12,PE,1695926591
419,kamaishi,39.2667,141.8833,18.31,89,20,2.0,JP,1695926591
420,sala consilina,40.3912,15.5989,18.55,62,95,1.13,IT,1695926591
421,kyren,51.6828,102.1408,3.71,85,15,1.0,RU,1695926592
422,pyapon,16.2833,95.6833,24.26,98,100,2.29,MM,1695926592
423,tazovsky,67.4667,78.7,0.18,93,100,6.97,RU,1695926592
424,pithiviers,48.1667,2.25,21.02,75,96,2.54,FR,1695926592
425,tsurugi-asahimachi,36.45,136.6333,19.9,92,28,0.1,JP,1695926592
426,sodra sandby,56.5667,16.6167,16.61,92,0,4.08,SE,1695926592
427,carnarvon,-24.8667,113.6333,19.64,86,16,6.85,AU,1695926592
428,lugovoye,42.9094,72.7178,17.22,52,99,3.56,KZ,1695926592
429,kargasok,59.0556,80.8572,6.54,90,100,2.01,RU,1695926592
430,freetown,8.484,-13.2299,27.84,83,75,4.63,SL,1695926593
431,tagaw-bay,35.6994,66.0616,8.59,66,16,1.69,AF,1695926593
432,calca,-13.3333,-71.95,24.64,47,82,3.65,PE,1695926593
433,dondaicha,21.3333,74.5667,27.9,77,41,0.84,IN,1695926593
434,newman,37.3138,-121.0208,25.59,42,7,5.36,US,1695926593
435,klaksvik,62.2266,-6.589,10.51,93,100,7.68,FO,1695926593
436,pagar alam,-4.0167,103.2667,19.91,84,99,0.94,ID,1695926594
437,tamale,9.4008,-0.8393,28.06,75,95,3.67,GH,1695926594
438,sidi akkacha,36.4647,1.3026,27.16,79,92,3.4,DZ,1695926594
439,dawei,14.0833,98.2,25.15,96,100,6.8,MM,1695926594
440,tirana,41.3275,19.8189,21.49,68,40,1.54,AL,1695926313
441,tromso,69.6496,18.957,9.01,76,0,4.63,NO,1695926594
442,porto franco,-6.3383,-47.3992,36.89,29,94,3.04,BR,1695926594
443,tvoroyri,61.5556,-6.8111,11.4,93,100,9.6,FO,1695926594
444,kismayo,-0.3582,42.5454,26.05,84,7,6.53,SO,1695926594
445,araban,37.4267,37.689,26.02,50,0,4.75,TR,1695926595
446,pico truncado,-46.7949,-67.9573,10.85,38,11,1.81,AR,1695926595
447,nagqu,31.5,92.0,1.31,86,14,1.1,CN,1695926595
448,san pedro pochutla,15.7333,-96.4667,33.84,55,85,3.34,MX,1695926595
449,kalmunai,7.4167,81.8167,25.72,81,100,5.56,LK,1695926595
450,aasiaat,68.7098,-52.8699,1.19,97,100,2.04,GL,1695926595
451,fomboni,-12.28,43.7425,25.58,79,0,2.63,KM,1695926596
452,leava,-14.3,-178.1667,27.25,75,62,8.54,WF,1695926596
453,wangkui,46.8333,126.5,9.57,81,7,2.54,CN,1695926596
454,mwaya,-9.55,33.95,25.13,59,13,1.07,TZ,1695926596
455,luanda,-8.8368,13.2343,23.0,83,20,5.66,AO,1695926596
456,arkhangel'sk,64.5401,40.5433,8.67,99,66,1.4,RU,1695926596
457,antigonish,45.6169,-61.9986,20.64,64,37,1.34,CA,1695926596
458,ispir,40.4829,40.9956,19.18,42,0,1.59,TR,1695926596
459,sakhipur,24.3,90.1833,28.2,84,100,2.56,BD,1695926596
460,madang,-5.2246,145.7966,24.24,91,100,1.5,PG,1695926597
461,mochudi,-24.4167,26.15,21.33,49,0,2.77,BW,1695926597
462,araguaina,-7.1911,-48.2072,35.47,33,100,2.77,BR,1695926597
463,askiz,53.1319,90.5264,7.16,69,100,2.48,RU,1695926597
464,laojunmiao,39.8333,97.7333,8.34,32,0,0.74,CN,1695926597
465,tongliao,43.6125,122.2653,12.25,42,3,3.1,CN,1695926597
466,bam,29.106,58.357,24.74,21,23,4.44,IR,1695926597
467,sinop,41.7711,34.8709,18.36,68,100,2.25,TR,1695926597
468,kushk,33.2957,61.9522,16.69,27,0,14.24,AF,1695926598
469,shetpe,44.1667,52.1167,17.34,46,0,3.22,KZ,1695926480
470,tirumullaivasal,11.2333,79.8333,27.69,76,100,4.64,IN,1695926598
471,ringas,27.35,75.5667,26.02,34,0,1.28,IN,1695926598
472,port blair,11.6667,92.75,25.02,94,100,3.6,IN,1695926598
473,ulladulla,-35.35,150.4667,12.73,89,12,2.11,AU,1695926598
474,minas,-34.3759,-55.2377,17.09,66,69,4.8,UY,1695926426
475,barma,8.35,-11.3333,23.52,99,73,1.2,SL,1695926599
476,happy valley-goose bay,53.3168,-60.3315,18.17,34,20,0.0,CA,1695926599
477,castelo do piaui,-5.3222,-41.5525,39.12,15,99,3.68,BR,1695926396
478,ngorongoro,-3.2397,35.4875,12.93,75,5,2.21,TZ,1695926599
479,medicine hat,50.0501,-110.6683,17.62,41,0,4.12,CA,1695926302
480,tripoli,32.8752,13.1875,25.02,63,0,2.59,LY,1695926599
481,ebon,4.582,168.6964,28.28,76,100,2.92,MH,1695926600
482,kenai,60.5544,-151.2583,3.41,89,0,1.54,US,1695926342
483,la palma,33.8464,-118.0467,27.17,70,75,1.79,US,1695926600
484,black point,-34.6187,137.8972,15.52,56,0,3.22,AU,1695926600
485,wenling,28.3669,121.36,24.46,89,14,2.45,CN,1695926600
486,guatrache,-37.6678,-63.5302,20.03,19,100,6.02,AR,1695926600
487,pasni,25.2631,63.471,30.26,35,0,5.26,PK,1695926600
488,claveria,18.6074,121.0832,26.39,87,20,2.13,PH,1695926600
489,l'alcora,40.0667,-0.2,22.9,79,20,0.67,ES,1695926600
490,crucecita,-28.95,-58.9833,22.6,37,0,4.14,AR,1695926601
491,paita,-5.0892,-81.1144,23.63,69,83,7.87,PE,1695926601
492,mae hong son,19.3003,97.9685,23.58,99,100,0.59,TH,1695926601
493,ciudad lazaro cardenas,17.9583,-102.2,31.07,69,43,3.29,MX,1695926567
494,prince rupert,54.3161,-130.3201,11.83,94,100,2.57,CA,1695926409
495,bayanhongor,46.7167,100.1167,-2.27,75,1,1.67,MN,1695926601
496,moyale,3.5167,39.0584,23.03,53,0,2.29,KE,1695926601
497,enriquillo,17.9,-71.2333,32.82,62,49,4.55,DO,1695926601
498,felipe carrillo puerto,19.5833,-88.05,34.14,48,99,1.47,MX,1695926601
499,arroyo,41.6096,-4.7969,25.33,47,0,2.57,ES,1695926602
500,undurkhaan,47.3194,110.6556,6.05,92,100,8.16,MN,1695926602
501,ntoum,0.3833,9.7833,26.87,89,100,2.34,GA,1695926602
502,loreto,22.2667,-101.9667,26.82,22,14,2.33,MX,1695926602
503,vorkuta,67.5,64.0,-1.28,84,29,5.73,RU,1695926602
504,plettenberg bay,-34.0527,23.3716,15.94,87,2,1.52,ZA,1695926602
505,lakatoro,-16.0999,167.4164,22.38,75,100,7.7,VU,1695926602
506,paran'ga,56.7039,49.4047,13.42,62,100,5.05,RU,1695926602
507,akureyri,65.6835,-18.0878,5.96,75,100,4.12,IS,1695926409
508,camarinas,43.1311,-9.1817,21.63,97,70,5.29,ES,1695926602
509,lewiston orchards,46.3804,-116.9754,18.06,59,100,0.0,US,1695926603
510,daltonganj,24.0333,84.0667,25.43,85,96,1.07,IN,1695926603
511,nouadhibou,20.931,-17.0347,22.99,68,100,8.75,MR,1695926603
512,anloga,5.7947,0.8973,26.76,86,73,5.72,GH,1695926603
513,sungai penuh,-2.0833,101.3833,17.47,83,21,1.03,ID,1695926603
514,vila do maio,15.1333,-23.2167,30.44,77,92,4.09,CV,1695926603
515,wanning,18.8003,110.3967,26.04,89,96,0.5,CN,1695926603
516,olonets,60.9847,32.9698,10.95,93,100,1.17,RU,1695926603
517,sokoni,-6.4333,39.55,24.92,85,0,6.47,TZ,1695926604
518,hammerfest,70.6634,23.6821,9.25,87,75,1.54,NO,1695926604
519,chebarkul',54.9749,60.3633,8.09,88,90,2.55,RU,1695926604
520,aswan,24.0934,32.907,39.61,12,0,3.6,EG,1695926604
521,qashyr,53.0675,76.1036,12.44,61,92,2.64,KZ,1695926604
522,ken caryl,39.5773,-105.1169,29.92,19,97,2.24,US,1695926604
523,stettler,52.3168,-112.7186,15.86,44,47,2.06,CA,1695926604
524,gowurdak,37.8124,66.0466,20.12,24,0,2.52,TM,1695926605
525,jieshi,22.8134,115.8257,26.73,82,7,5.4,CN,1695926605
526,ocean shores,46.9737,-124.1563,15.53,86,100,3.09,US,1695926605
527,melekeok village,7.4957,134.6367,28.31,78,75,5.14,PW,1695926605
528,kolokani,13.5728,-8.0339,29.24,42,92,5.08,ML,1695926605
529,gaspe,48.8334,-64.4819,21.12,37,20,1.03,CA,1695926605
530,thung song,8.1645,99.6804,24.07,90,100,0.9,TH,1695926605
531,omdurman,15.6445,32.4777,34.65,31,100,5.95,SD,1695926606
532,karachi,24.9056,67.0822,27.9,74,0,1.54,PK,1695926297
533,ezine,39.7856,26.3408,19.93,80,22,2.45,TR,1695926606
534,buchanan,5.8808,-10.0467,25.7,89,8,2.76,LR,1695926606
535,lodeynoye pole,60.726,33.5531,10.5,95,100,1.22,RU,1695926367
536,midvagur,62.0511,-7.1939,10.46,100,100,3.6,FO,1695926606
537,ola,59.5833,151.2833,3.97,91,82,2.67,RU,1695926606
538,mongo,12.1844,18.693,25.14,81,66,3.76,TD,1695926606
539,siniscola,40.5719,9.6922,23.75,68,46,2.13,IT,1695926606
540,aripuana,-9.1667,-60.6333,31.47,52,90,1.09,BR,1695926324
541,puerto aysen,-45.4,-72.7,7.88,94,94,1.63,CL,1695926607
542,xining,36.6167,101.7667,9.67,77,100,1.56,CN,1695926607
543,hinton,53.4001,-117.5857,11.54,58,100,0.6,CA,1695926607
544,masterton,-40.9597,175.6575,4.37,97,11,1.45,NZ,1695926607
545,ilhabela,-23.7781,-45.3581,21.51,66,54,4.17,BR,1695926607
546,kijang,35.2442,129.2139,18.85,71,0,1.81,KR,1695926607
547,rehoboth,-23.3167,17.0833,20.27,12,0,5.23,NA,1695926498
548,sinjai,-5.1241,120.253,22.67,78,43,1.24,ID,1695926607
549,essaouira,31.5125,-9.77,28.72,57,2,4.12,MA,1695926608
550,williamson,30.6502,-97.6003,34.7,47,0,1.34,US,1695926608
551,carolina beach,34.0352,-77.8936,25.03,78,81,0.89,US,1695926608
552,boyolangu,-8.1181,111.8935,22.5,95,98,1.17,ID,1695926608
553,sandakan,5.8402,118.1179,25.82,94,40,0.0,MY,1695926608
554,le lavandou,43.137,6.366,23.4,84,0,1.54,FR,1695926608
555,tanumah,27.1,44.1333,30.27,11,0,3.47,SA,1695926608
556,youhao,47.8667,128.8333,9.04,88,100,3.07,CN,1695926608
557,korla,41.7597,86.1469,18.28,33,10,3.77,CN,1695926359
558,port augusta,-32.5,137.7667,12.91,51,0,1.15,AU,1695926609
559,portage la prairie,49.9728,-98.2926,18.05,77,100,10.29,CA,1695926609
560,bonthe,7.5264,-12.505,26.7,82,16,2.8,SL,1695926609
561,abatskoye,56.2875,70.4555,9.76,92,100,2.28,RU,1695926609
562,vanino,49.0869,140.2543,8.65,84,7,2.36,RU,1695926609
563,rongelap,11.1635,166.8941,28.85,77,100,5.76,MH,1695926609
564,port moresby,-9.4431,147.1797,24.68,83,20,1.54,PG,1695926609
565,kristiansund,63.1115,7.732,16.03,82,75,5.14,NO,1695926610
566,chibuto,-24.6867,33.5306,19.38,97,60,1.79,MZ,1695926610
567,mohr,54.3528,9.7167,16.08,89,75,1.54,DE,1695926610
568,nehe,48.4833,124.8333,8.48,80,10,1.56,CN,1695926610
569,alo,7.4178,6.7371,25.81,89,100,1.72,NG,1695926610
570,jiangyou,31.7667,104.7167,19.51,86,100,0.33,CN,1695926610
571,guixi,28.2886,117.2133,24.42,93,74,0.51,CN,1695926610
572,ain touta,35.3768,5.9,20.52,42,99,1.75,DZ,1695926610
573,pizarro,4.9533,-77.366,26.4,90,100,5.16,CO,1695926611
574,chorbane,35.2858,10.3858,23.67,62,5,4.94,TN,1695926611
575,spanish springs,39.6491,-119.7074,21.96,38,0,3.09,US,1695926611
576,belmonte,-15.8631,-38.8828,26.54,75,31,5.98,BR,1695926611
577,dickinson,29.4608,-95.0513,34.53,62,40,3.09,US,1695926489
578,ciudad victoria,23.7333,-99.1333,31.49,43,20,0.0,MX,1695926611
579,doka,13.5167,35.7667,24.63,83,100,2.32,SD,1695926611
580,itaituba,-4.2761,-55.9836,33.09,62,0,0.78,BR,1695926611
581,trevelin,-43.0858,-71.4639,12.71,60,73,2.92,AR,1695926611
